,0
0,0.34 0.43 -10.46 -0.195
1,1.75 0.93 -8.30 0.977
2,-1.52 0.09 -8.43 0.049
3,-0.27 0.26 -10.46 -1.025
4,0.51 -0.19 -13.12 -0.830
5,0.33 0.37 -12.14 0.391
6,2.82 1.34 -9.22 0.781
7,0.27 1.17 -6.73 -0.049
8,-1.89 -0.96 -9.38 -1.270
9,-0.67 -0.25 -12.22 -0.684
10,0.87 0.17 -12.78 0.488
11,2.96 1.30 -11.68 0.342
12,2.03 1.95 -6.08 -0.488
13,-2.40 -1.59 -7.27 -1.514
14,-1.71 -0.59 -11.10 -0.439
15,0.06 -0.50 -12.67 0.781
16,2.41 1.25 -12.44 0.146
17,2.82 2.24 -7.34 -0.928
18,-0.85 -0.55 -6.16 -1.025
19,-2.39 -0.64 -10.65 0.000
20,-1.45 -1.60 -11.99 0.977
21,2.46 1.90 -11.88 -0.146
22,2.67 1.35 -7.54 -1.318
23,-1.43 -0.60 -5.72 -0.635
24,-2.92 -0.89 -10.65 0.537
25,0.27 -0.34 -13.34 0.391
26,3.00 2.04 -11.87 -0.781
27,2.28 0.88 -8.85 -1.416
28,0.15 0.78 -6.05 -0.488
29,-2.77 -1.37 -10.34 0.684
30,-0.29 -0.53 -12.52 0.195
31,2.04 1.04 -12.34 -1.025
32,2.64 1.33 -10.13 -1.025
33,0.77 2.05 -7.16 0.000
34,-3.00 -1.23 -9.10 0.977
35,-0.79 -0.21 -11.37 0.000
36,0.33 -0.61 -12.23 -1.172
37,1.65 0.30 -10.15 -0.781
38,1.20 1.78 -7.90 0.439
39,-1.37 -0.34 -8.63 0.635
40,-0.44 0.86 -10.58 -0.244
41,-0.87 -1.88 -10.83 -1.514
42,1.47 0.28 -10.35 -0.439
43,0.91 0.45 -8.25 0.732
44,-0.23 0.53 -8.52 0.244
45,-0.32 1.06 -9.74 -0.830
46,-0.66 -1.08 -11.09 -1.221
47,0.28 0.06 -11.66 -0.244
48,1.26 0.04 -9.49 0.977
49,1.81 2.01 -7.90 0.098
50,-0.98 0.23 -8.84 -0.977
51,-0.39 -0.25 -10.92 -0.879
52,-0.99 -0.24 -11.47 0.293
53,1.52 -0.03 -12.06 0.684
54,2.28 1.88 -8.51 -0.146
55,0.04 0.04 -6.35 -1.465
56,-0.77 -0.15 -9.87 -0.684
57,-1.09 -0.67 -12.41 0.488
58,3.25 1.32 -13.20 0.391
59,2.82 2.43 -10.27 -0.684
60,1.39 0.63 -6.16 -1.416
61,-2.61 -0.78 -9.07 -0.488
62,-1.64 -1.28 -12.59 0.830
63,2.71 1.40 -13.23 0.146
64,3.16 2.73 -11.74 -0.977
65,0.97 0.50 -6.43 -0.977
66,-4.58 -1.73 -8.38 0.000
67,-2.48 -2.25 -10.94 1.025
68,1.84 1.34 -11.93 -0.049
69,2.03 0.74 -10.35 -1.221
70,1.84 1.42 -7.03 -0.684
71,-2.62 -0.29 -7.89 0.391
72,-2.90 -2.16 -9.88 0.391
73,0.59 0.58 -11.91 -0.439
74,1.36 -0.29 -10.61 -1.611
75,2.17 1.76 -7.48 -0.488
76,-1.18 0.32 -7.38 0.586
77,-0.94 -0.32 -11.30 0.391
78,-0.27 -0.34 -12.41 -0.879
79,2.57 0.49 -10.54 -1.074
80,1.72 1.94 -7.25 -0.098
81,-1.50 -0.45 -7.91 1.074
82,-0.44 0.58 -11.26 0.146
83,-1.13 -0.90 -12.34 -1.270
84,2.70 0.67 -10.84 -0.684
85,2.02 1.75 -8.09 0.488
86,0.29 0.49 -8.07 0.732
87,-1.37 0.59 -11.03 -0.146
88,-1.79 -1.58 -11.23 -1.562
89,1.55 0.38 -10.77 -0.586
90,1.18 0.66 -8.82 0.684
91,1.21 1.08 -8.37 0.439
92,-2.11 0.51 -9.64 -0.635
93,-1.45 -1.47 -9.49 -1.465
94,0.14 -0.29 -11.07 -0.391
95,0.09 -0.85 -10.08 0.830
96,1.81 1.89 -8.55 0.146
97,-0.27 1.27 -7.95 -0.879
98,0.11 0.07 -10.75 -1.123
99,-1.32 -0.72 -11.20 0.049
100,1.00 -0.67 -10.83 0.928
101,1.80 1.72 -9.50 -0.049
102,0.46 0.51 -7.20 -1.270
103,-0.14 0.39 -9.69 -0.781
104,-2.09 -0.84 -10.70 0.391
105,2.35 0.58 -12.54 0.537
106,1.96 1.86 -11.03 -0.293
107,1.61 0.74 -7.63 -1.562
108,-2.27 -0.71 -8.20 -0.586
109,-1.37 -0.58 -10.70 0.684
110,1.80 0.62 -13.13 0.244
111,2.17 1.85 -12.22 -0.830
112,2.57 1.34 -8.58 -1.172
113,-2.29 -0.48 -7.09 -0.342
114,-2.39 -1.77 -9.89 0.977
115,0.58 0.36 -12.65 0.049
116,1.58 0.80 -12.38 -0.977
117,3.51 1.82 -9.79 -0.928
118,-1.02 0.66 -6.31 0.146
119,-2.62 -1.75 -9.02 0.977
120,-1.20 -0.44 -11.67 -0.049
121,1.99 0.18 -11.40 -1.367
122,2.92 1.83 -8.66 -0.684
123,-0.64 0.40 -6.70 0.439
124,-1.48 -0.76 -10.17 0.439
125,-2.02 -0.77 -11.81 -0.635
126,2.99 0.54 -11.05 -1.367
127,2.97 2.16 -8.87 -0.293
128,0.48 0.70 -7.03 0.732
129,-3.05 -1.27 -9.92 0.244
130,-2.57 -0.98 -12.05 -1.025
131,2.79 0.61 -11.84 -1.025
132,2.96 2.27 -8.75 -0.049
133,1.26 0.93 -7.14 1.172
134,-4.38 -1.68 -9.35 0.098
135,-1.82 -0.80 -12.32 -1.123
136,1.96 0.43 -11.84 -0.781
137,2.30 1.73 -9.58 0.439
138,1.80 1.17 -7.86 0.635
139,-2.87 -0.24 -8.86 -0.195
140,-1.60 -1.02 -10.93 -1.416
141,0.54 -0.28 -11.47 -0.635
142,1.26 0.42 -10.21 0.586
143,1.34 1.27 -7.95 0.244
144,-1.25 1.01 -8.49 -0.684
145,-0.97 -0.90 -10.70 -1.221
146,-0.60 -0.73 -11.26 -0.244
147,0.77 -0.65 -9.52 1.025
148,2.03 1.77 -8.80 0.146
149,-0.52 0.85 -8.56 -0.977
150,0.32 0.26 -10.62 -0.830
151,-1.30 -0.64 -11.10 0.244
152,1.58 -0.37 -10.27 0.830
153,1.55 1.67 -9.80 -0.098
154,0.35 0.82 -8.63 -1.270
155,0.10 0.67 -9.56 -0.684
156,-1.92 -0.81 -10.26 0.391
157,1.46 -0.17 -11.97 0.391
158,1.18 1.17 -10.37 -0.488
159,1.49 0.96 -9.05 -1.514
160,-1.48 -0.08 -8.66 -0.635
161,-1.43 -1.12 -10.25 0.781
162,0.99 -0.02 -12.57 0.195
163,1.52 0.79 -11.15 -0.977
164,2.06 1.21 -9.14 -1.025
165,-2.12 0.11 -7.75 -0.195
166,-1.88 -1.47 -8.71 1.025
167,-0.27 -0.29 -12.06 -0.049
168,0.72 -0.26 -11.39 -1.221
169,2.88 1.82 -9.52 -0.684
170,-1.57 -0.09 -7.74 0.537
171,-1.62 -1.07 -9.98 0.537
172,-0.90 -0.20 -11.58 -0.537
173,2.00 0.24 -11.89 -1.367
174,2.60 2.07 -8.72 -0.488
175,-1.30 -0.45 -6.85 0.684
176,-1.60 -0.63 -10.00 0.195
177,0.06 0.01 -12.84 -0.977
178,3.33 0.96 -11.58 -0.977
179,2.53 2.28 -8.88 -0.049
180,-0.71 -0.41 -6.96 0.977
181,-1.97 -0.31 -10.08 -0.049
182,-0.86 -0.81 -12.65 -1.367
183,3.40 1.59 -11.09 -0.684
184,3.04 2.05 -8.17 0.439
185,-1.49 -0.72 -7.40 0.439
186,-2.16 -0.08 -10.34 -0.537
187,-0.79 -1.24 -12.03 -1.318
188,3.15 1.68 -10.67 -0.342
189,2.70 1.36 -7.57 0.879
190,-0.66 -0.07 -6.98 0.146
191,-1.35 -0.03 -11.75 -1.025
192,-0.03 -0.58 -13.28 -0.781
193,2.81 1.76 -10.80 0.342
194,2.76 1.18 -8.15 0.732
195,-1.14 0.53 -6.87 0.000
196,-2.30 -0.94 -11.22 -1.318
197,-0.38 -0.65 -12.22 -0.732
198,2.62 1.05 -11.17 0.439
199,2.67 1.12 -8.93 0.342
200,0.05 1.61 -7.14 -0.439
201,-3.02 -1.41 -9.81 -1.514
202,-0.92 -0.56 -12.00 -0.439
203,1.96 -0.01 -11.58 0.830
204,2.15 1.46 -8.69 0.098
205,0.36 1.33 -7.91 -0.928
206,-1.32 -0.28 -10.56 -1.074
207,-1.52 -0.50 -11.47 0.049
208,1.37 -0.58 -10.74 0.879
209,1.50 0.96 -9.14 -0.098
210,0.68 1.02 -8.32 -1.270
211,-1.93 -0.35 -9.73 -0.781
212,-1.46 -0.24 -10.55 0.488
213,1.31 -0.49 -11.87 0.488
214,0.84 0.89 -9.70 -0.439
215,1.00 0.79 -8.82 -1.465
216,-1.52 0.11 -9.34 -0.586
217,-1.03 -0.85 -9.92 0.586
218,0.81 -0.43 -12.16 0.293
219,0.47 0.46 -10.92 -0.830
220,1.65 0.77 -9.69 -1.123
221,-0.20 1.38 -8.56 -0.391
222,-1.35 -1.06 -8.44 0.928
223,-0.54 -0.77 -11.15 0.098
224,0.76 -0.05 -11.71 -1.123
225,2.35 1.54 -10.15 -0.830
226,-0.47 1.13 -7.86 0.391
227,-1.09 -0.76 -8.60 0.781
