,0
0,-8.81 2.89 -0.91 -1.32 -0.15 -9.13 -0.781
1,-7.01 3.04 -1.18 1.19 -0.09 -10.15 -1.562
2,-10.86 4.42 -1.00 0.51 0.70 -10.09 -0.586
3,-10.13 2.98 -1.10 -0.30 -0.07 -8.78 0.488
4,-7.92 1.83 -1.38 1.21 0.45 -11.05 0.684
5,-10.15 4.99 -1.24 -0.15 0.54 -9.83 0.000
6,-10.84 3.85 -0.95 -0.26 -0.71 -8.96 -1.074
7,-7.75 2.17 -0.98 0.34 0.19 -11.68 -0.928
8,-8.05 3.95 -1.11 0.22 0.70 -9.46 -0.244
9,-11.60 3.14 -1.28 1.05 -0.28 -8.47 0.928
10,-9.36 1.78 -1.18 0.16 0.14 -11.42 0.195
11,-8.04 2.67 -1.68 -1.37 -0.11 -9.16 -0.635
12,-11.35 4.75 -1.27 1.07 -0.24 -10.14 -1.660
13,-9.83 3.64 -1.04 0.12 0.11 -10.80 -0.781
14,-7.01 2.46 -1.18 -0.20 -0.11 -8.83 0.635
15,-9.54 4.91 -0.93 1.62 0.31 -9.74 0.928
16,-10.94 3.30 -1.13 -0.04 0.59 -9.71 0.098
17,-8.37 1.45 -1.37 -0.22 -0.78 -9.07 -1.025
18,-9.18 3.67 -1.58 1.23 0.25 -11.73 -0.977
19,-11.82 3.47 -1.28 0.19 0.73 -9.53 -0.342
20,-8.69 2.74 -1.00 0.61 -0.22 -8.61 0.732
21,-7.17 3.25 -1.19 0.29 0.21 -11.35 0.342
22,-10.95 4.48 -1.06 -1.23 -0.05 -9.06 -0.488
23,-9.99 2.90 -1.03 0.53 -0.60 -9.08 -1.514
24,-7.95 1.79 -1.55 -0.00 0.16 -10.88 -0.684
25,-10.40 4.90 -1.38 -0.45 0.29 -9.01 0.342
26,-10.96 3.80 -1.17 1.75 0.31 -9.60 1.074
27,-7.58 2.21 -0.97 -0.23 0.15 -10.44 0.146
28,-8.19 4.24 -1.17 -1.09 -0.52 -9.03 -1.074
29,-11.48 3.23 -1.11 1.06 0.17 -11.83 -1.221
30,-9.05 1.78 -1.17 0.30 0.42 -10.11 -0.391
31,-8.22 2.78 -1.66 0.50 -0.35 -8.58 0.684
32,-11.49 4.52 -1.26 0.26 0.23 -11.24 0.391
33,-9.79 3.50 -0.97 -0.60 0.54 -9.23 -0.293
34,-7.02 2.45 -1.11 0.45 -0.71 -8.95 -1.465
35,-9.60 5.04 -0.97 0.22 -0.11 -11.86 -0.732
36,-10.56 3.32 -0.93 -0.38 0.20 -9.17 0.244
37,-8.27 1.43 -1.38 1.72 0.29 -9.86 1.221
38,-9.15 3.72 -1.48 -0.15 0.28 -10.35 0.098
39,-11.90 3.42 -1.37 -1.05 -0.39 -8.89 -1.025
40,-8.67 2.68 -0.91 0.98 -0.07 -10.29 -1.270
41,-7.30 3.48 -1.10 0.28 0.41 -10.16 -0.488
42,-10.91 4.44 -1.13 0.69 -0.31 -8.66 0.684
43,-9.63 2.84 -1.00 1.48 0.64 -11.21 0.391
44,-7.93 1.83 -1.62 -0.50 0.53 -9.20 -0.098
45,-10.65 4.76 -1.51 -0.22 -0.71 -8.76 -1.270
46,-9.60 3.34 -0.80 0.17 0.03 -11.72 -0.684
47,-7.16 2.64 -1.19 -0.45 0.29 -9.10 0.098
48,-9.72 5.20 -0.90 1.33 -0.15 -8.77 1.172
49,-11.27 3.30 -1.13 0.01 0.16 -10.36 0.244
50,-8.16 1.40 -1.23 -1.14 -0.12 -8.77 -0.830
