,0
0,0.21 0.04 -9.86 -1.074
1,0.25 0.08 -9.89 -1.074
2,0.24 0.09 -9.89 -1.123
3,0.28 0.13 -9.88 -1.074
4,0.22 0.09 -9.97 -1.074
5,0.23 0.08 -9.87 -1.074
6,0.28 0.08 -9.88 -1.123
7,0.27 0.06 -9.92 -1.221
8,0.24 0.17 -9.93 -1.074
9,0.21 0.09 -9.91 -1.221
10,0.22 0.09 -9.87 -1.074
11,0.22 0.06 -9.88 -1.074
12,0.24 0.13 -9.85 -1.123
13,0.23 0.03 -9.86 -1.025
14,0.28 0.13 -9.81 -0.977
15,0.20 0.13 -9.82 -1.074
16,0.27 0.09 -9.83 -1.123
17,0.23 0.09 -9.76 -1.123
18,0.28 0.05 -9.79 -1.025
19,0.26 0.01 -9.81 -1.025
20,0.22 0.06 -9.84 -0.977
21,0.24 0.05 -9.79 -1.025
22,0.22 0.05 -9.83 -1.025
23,0.22 0.09 -9.73 -1.025
24,0.24 0.07 -9.74 -1.074
25,0.21 0.07 -9.77 -1.123
26,0.27 0.07 -9.78 -1.074
27,0.26 0.07 -9.76 -1.074
28,0.21 0.11 -9.82 -1.074
29,0.22 0.10 -9.85 -1.123
30,0.27 0.09 -9.83 -1.074
31,0.26 0.13 -9.82 -1.074
32,0.23 0.08 -9.86 -1.074
33,0.24 0.06 -9.86 -1.074
34,0.28 0.09 -9.97 -0.977
35,0.25 0.15 -9.97 -1.025
36,0.25 0.08 -9.93 -1.074
37,0.29 0.05 -9.82 -1.025
38,0.22 0.13 -9.88 -1.074
39,0.26 0.12 -9.92 -1.074
40,0.29 0.10 -9.91 -1.123
41,0.23 0.11 -9.82 -1.074
42,0.25 0.08 -9.86 -1.025
43,0.21 0.04 -9.83 -1.074
44,0.29 0.07 -9.79 -1.123
45,0.22 0.04 -9.74 -1.074
46,0.19 0.06 -9.76 -1.074
47,0.19 0.05 -9.89 -0.977
48,0.32 0.08 -9.80 -1.025
49,0.29 0.04 -9.76 -1.025
50,0.20 0.00 -9.75 -1.025
51,0.25 0.06 -9.75 -1.074
52,0.26 0.07 -9.76 -1.074
53,0.26 0.17 -9.79 -0.928
54,0.26 0.05 -9.80 -1.025
55,0.25 0.14 -9.88 -1.074
56,0.22 0.16 -9.77 -1.074
57,0.22 0.07 -9.93 -1.025
58,0.22 0.13 -9.87 -0.977
59,0.23 0.07 -9.88 -1.025
60,0.22 0.10 -9.99 -1.025
61,0.23 0.13 -9.94 -1.025
62,0.25 0.09 -9.86 -1.074
63,0.26 0.15 -9.96 -1.025
64,0.24 0.15 -9.86 -0.977
65,0.19 0.18 -9.91 -1.074
66,0.24 0.11 -9.95 -1.025
67,0.27 0.15 -9.85 -0.977
68,0.18 0.04 -9.81 -1.025
69,0.21 0.14 -9.86 -1.025
70,0.20 0.08 -9.82 -0.928
71,0.28 0.11 -9.81 -1.025
72,0.29 0.05 -9.80 -1.025
73,0.23 0.12 -9.68 -0.977
74,0.23 0.10 -9.73 -0.977
75,0.19 0.05 -9.78 -0.928
76,0.29 0.08 -9.76 -1.025
77,0.29 0.02 -9.78 -0.977
78,0.28 0.08 -9.76 -1.025
79,0.24 0.02 -9.80 -0.928
80,0.28 0.07 -9.69 -1.074
81,0.28 0.05 -9.80 -1.025
82,0.23 -0.00 -9.82 -0.977
83,0.23 0.07 -9.79 -1.025
84,0.24 0.09 -9.73 -0.977
85,0.27 0.13 -9.91 -0.977
86,0.19 0.09 -9.79 -0.977
87,0.22 0.10 -9.85 -0.977
88,0.26 0.15 -9.88 -1.025
89,0.24 0.10 -9.89 -1.025
90,0.21 0.09 -9.82 -0.977
91,0.29 0.07 -9.85 -0.977
92,0.26 0.10 -9.89 -1.025
93,0.23 0.11 -9.93 -0.977
94,0.19 0.15 -9.87 -1.074
95,0.23 0.10 -9.87 -0.977
96,0.29 0.11 -9.79 -0.977
97,0.21 0.09 -9.88 -0.977
98,0.25 0.04 -9.84 -0.977
99,0.31 0.08 -9.84 -1.025
100,0.25 0.05 -9.76 -0.879
101,0.21 0.06 -9.87 -0.928
102,0.23 0.07 -9.81 -0.928
103,0.30 0.06 -9.80 -0.928
104,0.22 0.00 -9.77 -0.928
105,0.28 0.06 -9.83 -1.025
106,0.21 0.07 -9.85 -0.977
107,0.25 0.07 -9.90 -0.928
108,0.17 0.11 -9.80 -1.025
109,0.19 0.05 -9.83 -0.977
110,0.18 0.07 -9.93 -0.977
111,0.23 0.02 -9.86 -1.025
112,0.22 0.12 -9.88 -0.977
113,0.23 0.09 -9.95 -1.074
114,0.22 0.10 -9.82 -0.928
115,0.20 0.07 -9.89 -0.928
116,0.33 0.06 -9.86 -0.977
117,0.22 0.08 -9.78 -0.977
118,0.28 0.13 -9.89 -0.928
119,0.23 0.13 -9.88 -0.977
120,0.18 0.09 -9.91 -0.977
121,0.22 0.12 -9.85 -0.928
122,0.24 0.04 -9.81 -0.928
123,0.25 0.07 -9.84 -0.928
