,0
0,0.75 0.56 -9.53 -0.635
1,-0.16 0.24 -8.17 0.342
2,0.97 0.08 -10.08 0.781
3,-0.91 -0.37 -10.27 0.000
4,-0.72 -1.14 -10.39 -1.123
5,2.35 0.88 -11.19 -1.123
6,0.39 1.23 -8.59 -0.391
7,-0.34 -0.22 -8.33 0.781
8,1.13 0.20 -10.96 0.293
9,-1.42 -0.31 -10.42 -0.586
10,0.29 -0.60 -10.31 -1.611
11,0.65 0.40 -9.86 -0.684
12,0.30 0.94 -8.23 0.342
13,1.11 0.05 -9.68 1.025
14,-0.82 -0.29 -10.28 0.049
15,-1.37 -0.86 -10.38 -1.074
16,2.27 0.69 -11.20 -1.172
17,0.29 1.07 -8.61 -0.488
18,-0.14 -0.10 -8.17 0.586
19,1.20 0.46 -10.82 0.391
20,-1.22 -0.38 -10.49 -0.342
21,0.07 -0.72 -10.44 -1.465
22,0.54 0.40 -10.09 -0.732
23,0.39 0.99 -8.39 0.244
24,1.08 -0.00 -9.34 1.074
25,0.07 0.04 -10.37 0.098
26,-1.47 -0.82 -10.46 -0.928
27,2.01 0.60 -11.53 -1.221
28,0.33 0.50 -9.65 -0.488
29,0.08 -0.03 -8.18 0.537
30,1.98 0.84 -10.42 0.586
31,-1.22 -0.41 -10.28 -0.342
32,-0.23 -1.17 -10.46 -1.318
33,1.73 0.79 -11.25 -0.781
34,0.31 1.06 -8.64 0.098
35,1.08 -0.02 -9.18 1.025
36,0.39 0.17 -10.04 0.049
37,-1.41 -0.67 -10.32 -0.928
38,0.77 -0.24 -10.87 -1.416
39,0.21 0.30 -9.80 -0.635
40,0.18 0.03 -8.36 0.488
41,2.04 0.96 -9.96 0.586
42,-1.14 -0.20 -9.94 -0.049
43,-1.28 -1.32 -10.40 -1.172
44,1.73 0.61 -11.52 -0.928
45,0.17 0.86 -8.89 -0.244
46,0.53 -0.25 -8.44 0.830
47,0.52 0.25 -9.99 0.244
48,-1.35 -0.27 -10.19 -0.879
49,0.46 -0.44 -10.79 -1.611
50,0.18 0.15 -10.11 -0.684
51,0.26 0.35 -8.63 0.391
52,2.19 0.90 -9.82 0.781
53,-0.46 0.17 -9.63 -0.098
54,-1.30 -1.21 -10.10 -1.123
55,1.58 0.51 -11.71 -1.025
56,0.08 0.73 -9.92 -0.342
57,0.52 -0.24 -8.57 0.781
58,0.83 0.40 -9.84 0.293
59,-1.19 -0.14 -9.91 -0.635
60,0.22 -0.70 -10.73 -1.562
61,0.71 0.35 -10.99 -0.684
62,0.15 0.39 -8.76 0.293
63,2.20 0.96 -9.58 0.879
64,-0.21 0.29 -9.60 0.000
65,-1.16 -1.15 -10.06 -0.977
66,1.14 -0.11 -11.68 -1.123
67,-0.14 0.38 -10.19 -0.439
68,0.64 -0.09 -8.35 0.635
69,2.18 1.12 -9.85 0.293
70,-1.10 -0.08 -9.62 -0.293
71,-0.82 -1.45 -10.19 -1.465
72,0.42 0.21 -11.16 -0.732
73,-0.00 0.20 -9.27 0.244
74,1.48 0.04 -8.59 1.025
75,-0.06 0.49 -9.24 0.098
76,-1.10 -0.17 -9.78 -0.879
77,0.96 -0.28 -11.37 -1.318
78,-0.32 0.04 -10.60 -0.488
79,0.20 -0.10 -8.86 0.488
80,2.35 1.32 -9.77 0.488
81,-0.50 0.42 -9.35 -0.146
82,-0.72 -1.22 -9.94 -1.270
83,1.18 0.10 -11.92 -0.879
84,-0.22 0.74 -10.30 -0.049
85,1.38 -0.03 -8.73 0.977
86,1.19 0.69 -9.21 0.146
87,-0.89 0.17 -9.65 -0.928
88,-0.03 -0.88 -10.27 -1.465
89,-0.47 -0.35 -11.09 -0.684
90,0.14 -0.10 -9.37 0.488
91,2.29 0.77 -9.10 0.537
92,-0.47 0.55 -9.07 -0.049
93,-0.94 -0.59 -9.73 -1.123
94,1.17 0.04 -11.68 -0.977
95,-0.41 0.44 -10.51 -0.244
96,0.53 -0.17 -9.13 0.830
97,1.39 0.78 -9.18 0.244
98,-0.73 0.50 -9.26 -0.635
99,-0.02 -0.85 -10.17 -1.709
100,-0.71 -0.37 -10.87 -0.732
101,-0.35 0.15 -10.24 0.342
102,2.28 0.67 -9.20 0.781
103,-0.22 0.65 -8.85 0.000
104,-0.74 -0.23 -9.76 -1.025
105,1.23 0.11 -11.55 -1.025
106,-0.79 -0.25 -11.02 -0.488
107,0.53 -0.23 -9.47 0.635
108,1.62 0.90 -9.24 0.342
109,-0.44 0.46 -8.99 -0.342
110,0.01 -0.80 -10.00 -1.562
111,0.22 -0.17 -11.05 -0.684
112,-0.44 0.23 -10.40 0.244
113,2.23 0.58 -9.52 1.123
114,0.57 0.50 -8.65 0.049
115,-0.73 -0.17 -9.51 -0.977
116,0.94 -0.06 -10.74 -1.270
117,-1.00 -0.50 -10.96 -0.488
118,0.29 -0.25 -9.74 0.635
119,2.51 1.29 -9.82 0.439
120,-0.35 0.61 -8.64 -0.244
121,-0.64 -0.93 -9.71 -1.270
122,0.38 -0.09 -11.18 -0.781
123,-0.77 0.04 -10.45 0.146
124,1.14 -0.20 -9.70 1.025
125,0.66 0.44 -8.76 0.098
