,0
0,-9.46 3.31 -1.15 0.20 0.09 -9.88 -0.098
1,-9.46 3.34 -1.19 0.20 0.04 -9.88 -0.049
2,-9.45 3.31 -1.01 0.31 0.05 -9.84 -0.098
3,-9.46 3.32 -1.23 0.22 0.08 -9.74 -0.098
4,-9.40 3.32 -1.22 0.20 0.00 -9.82 -0.146
5,-9.42 3.35 -1.20 0.23 0.09 -9.80 -0.098
6,-9.48 3.28 -1.08 0.17 0.10 -9.81 -0.049
7,-9.42 3.31 -1.14 0.28 0.17 -9.88 -0.146
8,-9.39 3.29 -1.24 0.22 0.09 -9.78 -0.049
9,-9.53 3.29 -1.12 0.20 0.08 -9.78 0.049
10,-9.45 3.33 -1.26 0.18 0.10 -9.85 -0.098
11,-9.38 3.28 -1.13 0.24 0.06 -9.85 -0.098
12,-9.43 3.29 -1.17 0.21 0.07 -9.78 -0.098
13,-9.47 3.30 -1.09 0.22 0.05 -9.77 -0.098
14,-9.44 3.28 -1.09 0.17 0.01 -9.88 -0.146
15,-9.43 3.32 -1.22 0.15 0.12 -9.88 -0.098
16,-9.45 3.29 -1.18 0.27 0.06 -9.81 -0.098
17,-9.46 3.30 -1.26 0.25 0.04 -9.77 -0.146
18,-9.45 3.29 -1.14 0.23 0.08 -9.79 -0.098
19,-9.52 3.32 -1.16 0.22 0.03 -9.87 -0.146
20,-9.46 3.32 -1.11 0.16 0.01 -9.91 -0.098
21,-9.43 3.28 -1.17 0.22 0.04 -9.85 -0.146
22,-9.46 3.30 -1.15 0.21 0.01 -9.85 -0.146
23,-9.50 3.28 -1.12 0.21 0.12 -9.90 -0.146
24,-9.49 3.34 -1.08 0.21 0.00 -9.85 -0.049
25,-9.47 3.30 -1.18 0.21 0.03 -9.79 -0.098
26,-9.43 3.28 -1.13 0.25 0.07 -9.84 -0.146
27,-9.45 3.30 -1.17 0.19 0.10 -9.85 -0.049
28,-9.49 3.27 -1.12 0.28 0.02 -9.81 -0.146
29,-9.45 3.29 -1.14 0.23 0.10 -9.85 -0.098
30,-9.43 3.30 -1.13 0.22 0.03 -9.82 -0.098
31,-9.45 3.37 -1.16 0.21 0.10 -9.87 -0.049
32,-9.47 3.29 -1.07 0.22 0.06 -9.77 -0.195
33,-9.43 3.28 -1.14 0.19 0.12 -9.83 -0.098
34,-9.49 3.30 -1.10 0.22 0.00 -9.88 -0.098
35,-9.42 3.35 -1.11 0.16 0.13 -9.88 -0.098
36,-9.41 3.28 -1.17 0.23 0.08 -9.90 -0.098
37,-9.43 3.28 -1.09 0.18 0.11 -9.82 -0.146
38,-9.46 3.29 -1.21 0.17 0.15 -9.80 -0.098
39,-9.47 3.35 -1.14 0.20 0.05 -9.90 -0.049
40,-9.39 3.32 -1.13 0.25 0.02 -9.93 -0.098
41,-9.49 3.31 -1.09 0.20 0.07 -9.85 -0.146
42,-9.51 3.28 -1.15 0.19 0.08 -9.78 0.000
43,-9.51 3.32 -1.09 0.22 -0.05 -9.82 -0.098
44,-9.45 3.33 -1.14 0.22 0.11 -9.86 -0.146
45,-9.47 3.33 -1.21 0.19 0.12 -9.86 -0.098
46,-9.46 3.31 -1.06 0.16 0.12 -9.82 -0.146
47,-9.41 3.24 -1.17 0.25 0.11 -9.86 -0.098
48,-9.45 3.31 -1.13 0.25 0.12 -9.89 -0.049
49,-9.45 3.29 -1.09 0.22 0.03 -9.84 -0.098
50,-9.47 3.35 -1.12 0.26 0.09 -9.85 -0.098
51,-9.44 3.28 -1.14 0.21 0.05 -9.85 -0.098
52,-9.47 3.31 -1.22 0.27 0.11 -9.81 -0.098
53,-9.41 3.25 -1.17 0.22 0.05 -9.84 -0.098
54,-9.45 3.31 -1.20 0.24 0.04 -9.78 -0.146
55,-9.43 3.29 -1.11 0.20 0.08 -9.75 -0.049
56,-9.46 3.27 -1.09 0.17 0.12 -9.83 -0.098
57,-9.42 3.27 -1.09 0.23 0.07 -9.91 -0.098
