,0
0,0.06 0.20 -12.20 -0.049
1,1.31 -0.07 -9.88 1.074
2,0.39 0.78 -8.17 0.195
3,-2.03 -0.50 -8.92 -1.074
4,1.76 0.83 -11.10 -0.879
5,-0.09 0.31 -12.48 0.293
6,2.34 0.70 -9.67 0.928
7,0.65 0.78 -8.28 -0.098
8,-1.32 -0.74 -9.11 -1.270
9,1.24 0.56 -10.83 -0.684
10,-0.64 -0.36 -12.08 0.537
11,2.24 1.12 -9.26 0.488
12,-1.04 0.51 -8.59 -0.342
13,-0.47 -0.25 -9.31 -1.514
14,0.31 0.28 -11.00 -0.537
15,0.13 -0.66 -10.98 0.879
16,1.54 0.74 -8.46 0.342
17,-1.77 -0.17 -8.69 -0.879
18,0.94 0.60 -9.96 -1.123
19,-0.21 0.11 -11.82 -0.195
20,1.42 0.08 -10.54 1.123
21,0.67 0.63 -8.63 0.195
22,-1.89 -0.50 -8.85 -1.025
23,1.57 0.96 -10.68 -0.830
24,-0.45 0.12 -12.52 0.195
25,2.42 0.63 -10.38 0.781
26,0.06 0.71 -8.61 -0.049
27,-1.34 -0.49 -8.41 -1.221
28,1.05 0.55 -10.48 -0.684
29,-0.74 -0.24 -12.36 0.635
30,2.48 0.94 -9.95 0.342
31,-0.83 0.63 -8.65 -0.488
32,-0.47 -0.34 -8.87 -1.465
33,0.16 0.31 -10.61 -0.439
34,0.02 -0.87 -11.33 0.830
35,1.76 0.82 -9.17 0.244
36,-1.33 0.09 -8.47 -0.928
37,0.67 0.55 -9.39 -1.074
38,-0.42 0.35 -11.42 -0.098
39,1.44 -0.05 -11.10 0.977
40,0.82 0.47 -9.16 0.098
41,-1.64 -0.56 -8.42 -1.123
42,1.33 1.10 -9.92 -0.879
43,-0.68 0.07 -12.06 0.293
44,2.53 0.71 -10.95 0.977
45,0.32 0.64 -9.23 -0.049
46,-1.16 -0.51 -8.29 -1.221
47,0.89 0.70 -9.87 -0.635
48,-1.11 -0.38 -12.40 0.586
49,2.73 0.79 -10.66 0.439
50,-0.45 0.62 -8.92 -0.391
51,-0.32 -0.16 -8.32 -1.465
52,0.23 0.42 -10.04 -0.391
53,-0.33 -0.93 -11.69 0.928
54,1.77 0.64 -9.88 0.293
55,-1.14 0.10 -8.63 -0.830
56,0.55 0.39 -8.96 -1.074
57,-0.51 0.54 -10.72 -0.146
58,1.20 -0.25 -11.34 1.074
59,1.04 0.56 -9.68 0.049
60,-1.34 -0.57 -8.29 -1.074
61,1.17 0.87 -9.38 -0.781
62,-1.34 -0.43 -12.06 0.439
63,2.52 0.76 -11.65 0.635
64,0.55 0.61 -9.85 -0.244
65,-0.87 -0.45 -8.04 -1.318
66,0.25 0.60 -9.64 -0.635
67,-1.28 -0.91 -11.92 0.586
68,2.94 0.91 -11.39 0.391
69,-0.11 0.62 -9.59 -0.635
70,-0.10 -0.03 -8.20 -1.318
71,-0.62 0.53 -10.31 -0.293
72,-0.69 -0.95 -11.42 0.977
73,0.93 0.41 -10.16 0.098
74,-1.33 -0.54 -8.46 -1.074
75,1.17 0.88 -8.85 -0.732
76,-1.32 0.28 -11.23 0.293
77,2.45 0.55 -11.81 0.781
78,0.58 0.67 -10.44 -0.049
79,-0.66 -0.66 -8.17 -1.221
80,0.76 0.76 -8.87 -0.684
81,-1.52 -0.40 -11.73 0.537
82,2.83 1.14 -11.55 0.439
83,-0.02 0.53 -10.08 -0.586
84,0.02 -0.05 -8.08 -1.367
85,-0.60 0.49 -10.03 -0.342
86,-0.85 -0.96 -11.42 0.977
87,1.66 0.45 -10.93 0.195
88,-1.10 -0.49 -8.80 -0.977
89,1.24 0.96 -8.55 -0.830
90,-1.40 0.21 -10.77 0.244
91,0.71 -0.33 -11.40 0.928
92,0.71 0.80 -10.88 0.000
93,-0.60 -0.54 -8.34 -1.221
94,0.78 0.78 -8.48 -0.684
95,-1.88 -0.27 -11.17 0.488
96,2.80 1.01 -11.82 0.488
97,0.17 0.51 -10.44 -0.391
98,0.28 0.07 -8.21 -1.514
99,0.26 0.91 -8.61 -0.488
100,-1.79 -0.91 -11.33 0.684
101,1.72 0.48 -11.09 0.391
102,-0.44 -0.12 -9.77 -0.781
103,1.01 0.56 -8.29 -1.074
104,-0.68 0.74 -9.22 -0.244
