,0
0,-1.40 -0.31 -9.38 -0.195
1,-0.62 -0.59 -9.94 0.879
2,0.70 0.09 -11.22 0.293
3,-0.80 -0.56 -7.27 -0.537
4,0.61 -1.17 -8.97 -1.465
5,2.75 1.01 -11.53 -0.732
6,1.54 1.39 -9.07 0.439
7,0.30 0.23 -10.93 0.879
8,-1.57 -0.24 -10.52 0.146
9,-0.35 -0.08 -12.07 -1.025
10,0.47 -0.88 -11.46 -0.977
11,0.11 -0.72 -7.36 -0.293
12,1.30 -0.52 -8.15 0.781
13,2.50 1.37 -9.83 0.293
14,-1.20 0.26 -8.26 -0.342
15,-0.44 -0.54 -11.43 -1.367
16,1.02 0.86 -13.49 -0.684
17,-0.07 0.30 -10.40 0.391
18,-0.44 -1.19 -7.93 1.074
19,0.84 0.16 -8.84 0.244
20,0.55 0.10 -8.12 -0.928
21,1.61 -0.24 -10.37 -1.074
22,-0.42 0.15 -8.40 -0.488
23,0.68 0.71 -10.97 0.684
24,0.70 0.51 -12.35 0.439
25,-2.23 -0.69 -8.56 -0.195
26,-0.70 -1.19 -10.45 -1.270
27,1.96 0.08 -11.85 -0.684
28,1.08 0.15 -6.93 0.195
29,-0.06 -0.83 -7.59 1.074
30,2.00 1.78 -10.83 0.244
31,-0.73 0.52 -10.85 -0.928
32,-0.25 -0.65 -12.92 -1.221
33,-0.35 -0.19 -10.81 -0.537
34,1.52 0.38 -10.34 0.586
35,2.26 0.39 -9.34 0.439
36,-0.32 -0.30 -6.11 -0.146
37,1.04 0.09 -10.24 -1.221
38,2.16 0.98 -12.86 -0.684
39,-0.32 0.30 -9.05 0.146
40,-1.01 -1.06 -10.03 1.025
41,0.40 0.35 -11.63 0.244
42,-0.34 -0.16 -8.84 -0.781
43,0.57 -1.12 -9.43 -1.367
44,1.77 0.38 -10.30 -0.635
45,2.29 1.07 -9.65 0.537
46,1.27 0.68 -9.47 0.635
47,-2.02 -0.23 -8.61 0.049
48,-0.57 0.11 -12.15 -1.123
49,1.38 0.29 -13.41 -0.830
50,-0.37 -0.67 -8.14 -0.049
51,1.66 -0.48 -9.02 0.928
52,2.80 1.21 -9.65 0.342
53,0.72 1.02 -8.97 -0.732
54,-0.33 -0.59 -10.04 -1.465
55,-0.56 -0.09 -11.47 -0.586
56,-0.27 0.45 -10.95 0.586
57,-0.14 -0.90 -10.32 0.684
58,-1.25 -0.73 -6.86 0.098
59,1.24 0.25 -9.46 -1.074
60,2.64 0.49 -11.54 -0.732
61,-0.01 -0.22 -8.21 -0.195
62,0.62 0.33 -10.09 0.977
63,0.52 0.85 -11.98 0.293
64,-1.97 -0.25 -8.83 -0.537
65,-1.66 -1.86 -10.25 -1.465
66,0.25 -0.60 -10.44 -0.635
67,2.22 0.66 -8.84 0.488
68,1.08 -0.41 -8.08 0.928
69,1.17 0.97 -8.46 0.195
70,0.34 0.76 -11.00 -0.928
71,0.91 0.39 -13.93 -0.977
72,-1.90 -0.73 -9.71 -0.342
73,0.12 -0.52 -10.66 0.781
74,1.66 0.09 -10.77 0.391
75,-0.53 -0.46 -5.52 -0.391
76,-0.22 -1.23 -8.73 -1.416
77,2.27 1.06 -12.58 -0.635
78,0.96 1.08 -10.08 0.342
79,0.12 -0.18 -10.95 1.025
80,-0.60 0.07 -10.63 0.244
81,-0.01 0.11 -10.77 -0.928
82,-0.65 -1.45 -8.85 -0.977
83,0.45 -0.69 -8.30 -0.342
84,2.12 0.21 -9.70 0.684
85,2.79 1.51 -10.16 0.488
86,-1.12 0.47 -7.47 -0.293
87,-1.25 -0.47 -11.61 -1.367
88,0.89 0.34 -13.60 -0.732
89,0.18 -0.21 -10.69 0.293
90,0.20 -1.60 -8.52 1.123
91,1.88 0.49 -8.03 0.293
92,0.82 0.62 -7.13 -0.830
93,0.73 0.20 -10.00 -1.172
94,-1.34 -0.16 -9.64 -0.439
95,0.64 0.67 -12.24 0.635
96,1.20 0.57 -12.87 0.439
97,-1.52 -0.78 -7.76 -0.098
98,0.43 -0.42 -9.10 -1.221
99,2.11 0.45 -11.68 -0.781
100,-0.18 -0.40 -7.28 0.049
101,0.81 -0.12 -9.08 1.172
102,1.83 1.61 -12.06 0.244
103,-0.91 0.51 -9.88 -0.879
104,-1.31 -1.34 -11.38 -1.318
105,-0.04 -0.47 -10.69 -0.586
106,2.22 0.31 -10.60 0.586
107,2.88 0.53 -9.59 0.537
108,-0.09 0.06 -6.08 -0.049
109,0.22 0.43 -9.63 -1.123
110,1.16 0.94 -13.57 -0.830
111,-1.48 -0.29 -9.95 -0.049
112,-0.75 -1.28 -10.52 0.977
113,1.27 0.32 -11.48 0.293
114,0.81 0.46 -6.81 -0.635
115,-0.65 -1.65 -7.49 -1.514
116,1.06 0.31 -10.98 -0.586
117,1.58 1.02 -11.23 0.537
118,1.11 0.28 -10.90 0.635
119,-1.58 -0.24 -9.16 0.000
120,-0.50 0.23 -11.41 -1.123
121,0.29 -0.47 -10.86 -0.879
122,-0.41 -0.83 -7.47 -0.195
123,2.14 -0.26 -10.33 0.928
124,3.31 1.42 -10.43 0.293
125,0.28 1.08 -8.27 -0.586
126,-1.52 -0.61 -10.30 -1.416
127,-0.65 -0.10 -11.72 -0.586
128,-0.49 -0.30 -11.19 0.488
129,0.46 -1.03 -9.76 0.830
130,0.24 -0.33 -6.30 0.146
131,1.96 0.79 -8.30 -0.928
132,2.35 1.01 -10.87 -0.879
133,-1.19 -0.13 -9.67 -0.244
134,-0.05 -0.09 -11.84 0.879
135,1.24 0.78 -12.86 0.342
136,-1.85 -0.67 -7.91 -0.391
137,-0.60 -1.16 -8.08 -1.416
138,1.47 0.20 -11.19 -0.635
139,0.71 -0.07 -8.18 0.488
140,1.55 -0.13 -9.21 1.025
141,1.21 1.07 -10.69 0.195
142,-0.07 0.74 -10.92 -0.977
143,0.08 -0.23 -12.73 -1.074
144,-1.54 -0.71 -9.38 -0.439
145,1.14 -0.23 -10.78 0.732
146,2.52 0.06 -10.33 0.391
147,0.16 -0.19 -5.76 -0.391
148,-0.57 -0.78 -8.45 -1.318
149,1.78 1.72 -12.65 -0.732
150,-0.43 0.52 -11.00 0.293
151,-1.15 -1.26 -11.36 1.025
152,-0.12 -0.36 -10.54 0.195
153,1.38 0.63 -8.95 -0.928
154,-0.42 -1.53 -7.09 -1.074
155,-0.09 -0.30 -8.53 -0.488
156,1.63 0.53 -11.06 0.732
157,2.15 1.00 -11.92 0.488
158,-0.90 0.30 -8.41 -0.195
159,-0.81 -0.26 -11.42 -1.318
160,0.60 0.18 -11.66 -0.732
161,0.32 -0.22 -8.92 0.244
162,0.61 -1.31 -9.49 1.025
163,2.40 0.86 -9.31 0.195
164,1.10 1.18 -7.55 -0.879
165,-0.11 0.12 -9.94 -1.270
166,-2.01 -0.57 -9.94 -0.488
167,0.01 0.13 -12.54 0.537
168,1.13 -0.13 -12.38 0.586
169,-0.11 -0.56 -7.74 0.000
170,1.56 0.17 -8.57 -1.123
171,3.05 1.53 -10.62 -0.830
172,-0.86 -0.15 -8.53 0.049
173,-0.20 -0.75 -10.79 0.977
174,1.72 1.28 -13.19 0.244
175,-0.77 0.29 -9.52 -0.732
176,-1.03 -1.32 -8.65 -1.367
