,0
0, 1.78 1.36 -13.63 0.391
1,-1.48 -0.24 -8.94 -0.391
2,-0.68 -1.24 -9.56 -1.514
3,0.44 -0.23 -9.49 -0.684
4,-0.03 -0.25 -7.27 0.342
5,0.50 -1.12 -9.37 0.977
6,2.02 0.94 -10.80 0.244
7,1.19 1.60 -10.14 -0.928
8,0.32 0.42 -12.07 -1.123
9,-2.01 -0.67 -9.40 -0.439
10,-0.44 -0.93 -11.59 0.732
11,1.51 -0.43 -11.56 0.391
12,0.65 -0.35 -6.41 -0.293
13,-0.09 -1.07 -7.50 -1.318
14,2.85 2.00 -10.93 -0.684
15,-1.01 0.58 -9.85 0.293
16,-1.71 -1.03 -11.61 1.172
17,0.50 0.30 -11.88 0.342
18,1.06 0.26 -10.86 -1.025
19,-0.17 -1.34 -7.33 -1.172
20,0.59 0.20 -7.16 -0.488
21,1.22 0.20 -10.65 0.684
22,1.81 0.46 -11.67 0.586
23,-0.73 0.43 -8.76 -0.049
24,0.41 0.11 -11.43 -1.221
25,0.89 0.48 -12.41 -0.732
26,-1.09 -0.56 -8.51 0.146
27,-0.03 -1.30 -8.88 1.123
28,2.59 0.88 -11.01 0.195
29,1.13 0.52 -7.25 -0.879
30,0.73 -0.03 -8.71 -1.270
31,-1.61 0.19 -9.17 -0.537
32,-0.53 0.71 -12.00 0.635
33,0.65 -0.13 -13.13 0.586
34,-0.97 -0.95 -7.77 0.049
35,2.41 -0.04 -9.48 -1.074
36,2.81 0.98 -9.71 -0.781
37,-0.99 -0.37 -6.36 -0.049
38,-0.31 -0.48 -10.24 1.074
39,0.82 0.91 -12.68 0.342
40,-0.68 0.45 -10.28 -0.732
41,-0.51 -1.14 -9.88 -1.416
42,0.28 -0.18 -9.96 -0.537
43,0.90 0.14 -8.69 0.488
44,1.53 -0.29 -10.04 0.781
45,0.51 0.09 -9.28 0.098
46,1.03 0.89 -10.63 -1.123
47,0.99 0.86 -11.60 -0.977
48,-2.52 -0.53 -8.55 -0.195
49,-1.54 -1.79 -10.62 0.977
50,2.03 0.10 -12.36 0.244
51,1.60 0.25 -7.84 -0.586
52,0.85 -0.80 -7.38 -1.562
53,2.18 1.56 -9.49 -0.781
54,0.26 0.99 -10.91 0.537
55,-1.36 -0.79 -11.94 0.879
56,-1.23 -0.37 -10.32 0.146
57,0.76 -0.31 -10.91 -0.977
58,1.04 -0.65 -9.41 -1.025
59,-0.47 -0.44 -5.30 -0.244
60,1.09 0.08 -9.38 0.732
61,2.41 1.18 -12.78 0.342
62,0.55 1.00 -9.77 -0.391
63,-0.36 -0.49 -10.73 -1.416
64,-0.23 0.23 -11.08 -0.684
65,-1.28 -0.37 -8.96 0.391
66,-0.21 -1.56 -8.09 1.074
67,1.04 0.11 -9.10 0.195
68,2.55 1.18 -9.30 -0.879
69,2.08 1.08 -9.75 -1.074
70,-0.93 0.37 -9.44 -0.488
71,-0.92 -0.11 -11.96 0.635
72,1.07 0.58 -13.63 0.537
73,-1.41 -1.00 -9.01 -0.195
74,0.63 -1.56 -8.65 -1.318
75,3.06 0.83 -9.38 -0.732
76,-0.11 0.31 -6.59 0.244
77,0.76 0.10 -9.61 1.172
78,0.64 1.06 -13.20 0.244
79,0.50 1.10 -11.81 -0.830
80,-0.71 -0.98 -10.57 -1.172
81,-1.26 -0.89 -8.49 -0.537
82,0.92 -0.32 -8.93 0.684
83,0.91 -0.69 -9.24 0.537
84,-0.34 -0.15 -7.82 -0.049
85,1.92 1.02 -10.56 -1.172
86,1.56 1.44 -12.49 -0.830
87,-1.72 0.02 -9.46 0.049
88,-1.53 -1.51 -10.64 1.025
89,0.55 -0.35 -11.56 0.342
90,0.76 -0.20 -8.14 -0.830
91,0.57 -1.39 -7.74 -1.465
92,0.67 0.73 -7.48 -0.732
93,0.75 1.43 -9.76 0.586
94,-0.00 0.11 -13.12 0.684
95,-1.20 -0.35 -11.18 0.000
96,0.26 -0.33 -11.75 -1.123
97,1.56 -0.05 -11.33 -0.830
98,-0.12 -0.28 -5.59 -0.146
99,-0.27 -1.12 -7.85 0.928
100,2.83 1.42 -11.98 0.342
101,0.61 1.13 -9.54 -0.635
102,-0.21 -0.35 -10.80 -1.465
103,0.47 0.61 -11.50 -0.586
104,-0.04 0.29 -10.60 0.537
105,0.29 -1.07 -9.51 0.830
106,0.57 -0.41 -9.36 0.195
107,2.69 0.72 -10.03 -1.025
108,1.99 0.52 -9.28 -0.928
109,-1.08 0.44 -7.73 -0.293
110,-1.66 -0.94 -10.94 0.830
111,0.54 0.42 -13.62 0.391
112,-1.04 -0.47 -10.07 -0.586
113,0.37 -1.20 -8.91 -1.514
114,2.81 0.68 -9.22 -0.586
115,1.30 0.84 -7.79 0.293
116,0.47 -0.17 -8.93 0.928
117,-0.99 0.33 -10.83 0.244
118,0.68 0.97 -11.85 -0.977
119,0.48 -0.02 -12.49 -0.977
120,-1.75 -0.90 -7.69 -0.439
121,1.03 0.02 -9.00 0.732
122,1.71 0.03 -10.75 0.342
123,-0.56 -0.53 -7.90 -0.391
124,1.66 0.33 -10.03 -1.318
125,1.06 1.47 -12.11 -0.684
126,-0.94 0.43 -9.06 0.342
127,-2.02 -1.76 -10.46 1.123
128,-1.00 -0.85 -9.73 0.195
129,1.65 0.21 -9.83 -0.879
130,2.07 -0.45 -9.18 -1.123
131,1.06 0.38 -7.26 -0.537
132,1.07 1.16 -9.66 0.586
133,0.30 0.36 -12.06 0.537
134,-2.29 -0.64 -10.05 -0.195
135,-0.69 -1.32 -11.12 -1.318
136,1.49 0.14 -12.13 -0.732
137,0.51 -0.02 -6.34 0.244
138,-0.96 -1.81 -6.54 1.074
139,2.40 1.31 -11.52 0.244
140,1.71 1.45 -10.87 -0.830
141,0.06 -0.19 -10.81 -1.318
142,-0.61 -0.03 -10.11 -0.586
143,0.02 0.05 -11.05 0.635
144,-0.68 -1.33 -9.66 0.488
145,-0.49 -0.73 -7.53 -0.049
146,2.15 0.30 -10.16 -1.221
147,3.40 1.41 -10.66 -0.781
148,0.23 1.28 -7.87 0.049
149,-0.93 -0.28 -10.24 1.074
150,-0.17 0.20 -12.64 0.293
151,-0.18 -0.08 -11.60 -0.781
152,0.04 -1.61 -9.15 -1.318
153,1.69 -0.10 -8.32 -0.635
154,1.65 0.82 -7.03 0.586
155,1.31 0.45 -9.55 0.586
156,-1.73 -0.07 -9.01 0.098
157,0.33 0.48 -12.50 -1.123
158,1.24 0.65 -13.27 -0.781
159,-1.50 -0.71 -8.50 -0.049
160,-0.29 -0.95 -8.16 1.025
161,1.20 0.22 -10.52 0.293
162,-0.31 -0.57 -7.38 -0.684
163,1.24 -0.30 -9.60 -1.465
164,1.77 1.39 -11.85 -0.586
165,0.11 0.95 -10.38 0.488
166,-0.70 -0.92 -11.41 0.684
167,-0.56 -0.53 -10.23 0.146
168,0.93 -0.31 -10.50 -1.025
169,3.04 0.66 -10.78 -0.781
170,0.55 0.06 -6.25 -0.244
171,0.03 0.02 -8.59 0.879
172,1.58 1.51 -12.70 0.293
173,-1.77 -0.06 -10.50 -0.537
174,-1.04 -1.59 -11.10 -1.514
175,0.70 -0.18 -11.84 -0.684
176,1.77 0.64 -8.35 0.488
177,-0.74 -1.78 -6.20 0.879
178,0.56 0.33 -9.47 0.195
179,1.45 0.91 -11.55 -0.879
180,1.18 0.43 -12.06 -0.879
181,-1.58 -0.13 -9.13 -0.342
182,-0.17 0.03 -11.00 0.781
183,0.97 -0.04 -11.49 0.439
184,-0.32 -0.45 -7.53 -0.342
185,0.95 -0.84 -9.56 -1.367
186,3.00 1.27 -10.98 -0.732
187,0.39 0.92 -7.31 0.342
188,-0.59 -0.29 -9.58 1.074
189,-1.65 -0.38 -10.72 0.244
190,-0.57 0.02 -11.59 -1.025
191,0.95 -0.79 -11.22 -1.025
192,0.12 -0.57 -6.80 -0.439
193,2.46 0.77 -7.90 0.586
194,2.91 1.56 -10.37 0.488
195,-1.34 -0.22 -8.91 -0.195
196,-0.83 -0.54 -11.45 -1.367
197,1.03 0.94 -12.51 -0.684
198,-1.29 -0.17 -9.28 0.244
199,-0.78 -1.48 -7.57 1.123
200,1.48 0.15 -10.48 0.244
201,0.56 -0.08 -8.44 -0.928
202,1.89 0.03 -10.44 -1.074
203,0.79 0.72 -10.13 -0.439
204,0.46 0.95 -10.85 0.586
205,0.35 0.41 -12.30 0.439
206,-2.00 -0.89 -9.02 -0.146
207,-0.04 -1.38 -10.16 -1.172
208,2.39 0.10 -11.62 -0.830
209,1.10 0.50 -6.33 0.146
210,-0.28 -0.72 -7.75 1.074
211,1.73 1.78 -11.71 0.244
212,-0.67 0.81 -11.34 -0.830
213,-1.42 -1.32 -11.70 -1.367
214,-0.57 -0.70 -10.19 -0.537
215,1.66 0.18 -10.23 0.537
216,0.22 -0.99 -7.02 0.537
217,-0.51 -0.25 -6.96 -0.049
218,1.36 0.07 -10.68 -1.172
219,2.24 1.20 -13.17 -0.781
220,-0.29 0.66 -9.07 0.000
221,-0.98 -0.74 -10.35 1.074
222,0.41 0.10 -11.39 0.244
223,0.46 -0.02 -9.15 -0.781
224,-0.23 -1.77 -8.62 -1.416
225,1.70 0.58 -9.31 -0.586
226,1.65 1.32 -8.53 0.537
227,0.75 0.48 -10.16 0.732
228,-2.56 -0.42 -9.11 0.098
229,-0.35 0.07 -12.50 -1.025
230,1.90 0.24 -13.17 -0.879
231,-0.60 -1.11 -7.70 -0.293
232,1.18 -0.72 -7.53 0.928
233,2.81 1.53 -9.79 0.342
234,-0.17 0.60 -8.14 -0.537
235,-0.50 -0.50 -11.00 -1.562
236,1.34 1.01 -13.23 -0.635
237,0.13 0.65 -10.93 0.488
238,-0.21 -0.97 -9.49 0.879
239,0.30 -0.19 -8.91 0.146
240,1.46 0.15 -9.83 -0.879
241,1.27 -0.51 -9.80 -1.025
242,0.09 0.18 -8.22 -0.391
243,0.25 0.17 -10.22 0.732
244,0.90 0.93 -12.35 0.488
245,-2.01 -0.53 -9.52 -0.293
246,-0.87 -1.28 -10.77 -1.465
247,1.59 0.01 -11.66 -0.732
248,2.59 0.91 -8.22 0.391
249,-0.13 -1.02 -6.91 1.025
250,0.40 1.02 -9.34 0.146
251,-0.38 0.70 -10.68 -0.879
252,-0.22 -0.41 -13.00 -1.172
