,0
0,-9.29 3.42 -1.23 -0.195
1,-9.31 3.39 -1.35 -0.195
2,-9.35 3.30 -1.25 -0.146
3,-9.27 3.38 -1.22 -0.195
4,-9.29 3.46 -1.27 -0.293
5,-9.32 3.38 -1.25 -0.195
6,-9.37 3.36 -1.18 -0.195
7,-9.32 3.40 -1.24 -0.244
8,-9.32 3.41 -1.26 -0.244
9,-9.28 3.40 -1.22 -0.195
10,-9.27 3.42 -1.21 -0.195
11,-9.32 3.42 -1.24 -0.244
12,-9.30 3.43 -1.25 -0.244
13,-9.29 3.38 -1.30 -0.195
14,-9.32 3.38 -1.20 -0.098
15,-9.34 3.43 -1.26 -0.293
16,-9.36 3.42 -1.23 -0.195
17,-9.33 3.43 -1.26 -0.195
18,-9.29 3.38 -1.19 -0.195
19,-9.29 3.41 -1.26 -0.244
20,-9.36 3.38 -1.28 -0.098
21,-9.31 3.42 -1.28 -0.195
22,-9.29 3.42 -1.20 -0.146
23,-9.31 3.46 -1.18 -0.244
24,-9.39 3.39 -1.24 -0.195
25,-9.38 3.41 -1.26 -0.244
26,-9.35 3.40 -1.21 -0.195
27,-9.29 3.40 -1.23 -0.195
28,-9.33 3.45 -1.23 -0.195
29,-9.34 3.41 -1.21 -0.244
30,-9.32 3.39 -1.27 -0.195
31,-9.32 3.37 -1.28 -0.244
32,-9.31 3.44 -1.27 -0.195
33,-9.34 3.43 -1.27 -0.244
34,-9.39 3.39 -1.17 -0.195
35,-9.30 3.40 -1.27 -0.195
36,-9.28 3.40 -1.27 -0.244
37,-9.34 3.43 -1.25 -0.146
38,-9.29 3.35 -1.23 -0.244
39,-9.33 3.37 -1.20 -0.244
40,-9.34 3.38 -1.19 -0.146
41,-9.37 3.37 -1.27 -0.098
42,-9.29 3.42 -1.22 -0.195
43,-9.32 3.46 -1.30 -0.244
44,-9.40 3.42 -1.34 -0.244
45,-9.33 3.40 -1.26 -0.195
46,-9.32 3.37 -1.31 -0.195
47,-9.29 3.35 -1.23 -0.146
48,-9.31 3.42 -1.20 -0.195
49,-9.31 3.42 -1.26 -0.244
50,-9.34 3.44 -1.20 -0.244
51,-9.34 3.40 -1.18 -0.146
52,-9.34 3.38 -1.25 -0.244
53,-9.34 3.42 -1.29 -0.195
54,-9.26 3.38 -1.29 -0.146
55,-9.30 3.40 -1.21 -0.244
56,-9.29 3.41 -1.26 -0.195
57,-9.39 3.36 -1.23 -0.098
58,-9.32 3.46 -1.21 -0.195
59,-9.29 3.36 -1.24 -0.293
60,-9.28 3.40 -1.37 -0.293
61,-9.35 3.41 -1.28 -0.098
62,-9.30 3.44 -1.23 -0.146
63,-9.33 3.35 -1.27 -0.195
64,-9.35 3.39 -1.21 -0.195
65,-9.36 3.41 -1.22 -0.195
66,-9.32 3.40 -1.26 -0.244
67,-9.36 3.42 -1.27 -0.195
68,-9.31 3.36 -1.22 -0.195
69,-9.32 3.46 -1.27 -0.195
70,-9.34 3.38 -1.37 -0.195
71,-9.30 3.43 -1.21 -0.244
72,-9.30 3.40 -1.24 -0.195
73,-9.32 3.40 -1.25 -0.244
74,-9.36 3.43 -1.21 -0.195
75,-9.31 3.45 -1.23 -0.146
76,-9.35 3.40 -1.34 -0.098
77,-9.29 3.38 -1.31 -0.244
78,-9.32 3.32 -1.24 -0.146
79,-9.33 3.37 -1.27 -0.195
80,-9.28 3.39 -1.22 -0.146
81,-9.33 3.47 -1.16 -0.146
82,-9.33 3.38 -1.21 -0.098
83,-9.27 3.42 -1.27 -0.244
84,-9.34 3.37 -1.29 -0.195
85,-9.25 3.32 -1.29 -0.244
86,-9.30 3.33 -1.21 -0.146
87,-9.34 3.41 -1.28 -0.195
88,-9.30 3.43 -1.28 -0.244
89,-9.31 3.43 -1.19 -0.195
90,-9.32 3.36 -1.28 -0.244
91,-9.27 3.42 -1.22 -0.195
92,-9.36 3.38 -1.31 -0.195
93,-9.35 3.40 -1.21 -0.195
94,-9.33 3.42 -1.31 -0.244
95,-9.30 3.37 -1.20 -0.293
96,-9.36 3.35 -1.19 -0.244
97,-9.31 3.43 -1.25 -0.293
98,-9.34 3.45 -1.30 -0.195
99,-9.34 3.45 -1.23 -0.195
100,-9.30 3.39 -1.22 -0.293
101,-9.27 3.43 -1.17 -0.195
102,-9.31 3.40 -1.29 -0.195
103,-9.34 3.38 -1.21 -0.244
104,-9.36 3.37 -1.19 -0.244
105,-9.32 3.44 -1.18 -0.146
106,-9.29 3.40 -1.21 -0.244
107,-9.32 3.40 -1.27 -0.146
108,-9.31 3.43 -1.26 -0.195
109,-9.30 3.39 -1.21 -0.146
110,-9.38 3.41 -1.20 -0.195
111,-9.29 3.37 -1.26 -0.146
112,-9.29 3.40 -1.25 -0.244
113,-9.30 3.42 -1.24 -0.195
114,-9.35 3.38 -1.32 -0.244
115,-9.36 3.39 -1.23 -0.195
116,-9.31 3.46 -1.18 -0.195
117,-9.32 3.41 -1.27 -0.195
118,-9.31 3.42 -1.30 -0.195
119,-9.31 3.38 -1.32 -0.146
120,-9.27 3.47 -1.17 -0.146
121,-9.31 3.29 -1.23 -0.244
