,0
0,-13.30 2.61 -2.94 0.146
1,-11.17 1.73 -2.75 -0.879
2,-7.82 7.38 -0.44 -1.074
3,-5.19 6.30 0.98 -0.391
4,-5.47 3.26 0.11 0.488
5,-13.40 -0.10 -2.08 0.439
6,-13.05 0.14 -3.24 -0.146
7,-10.69 2.42 -2.38 -1.221
8,-7.69 8.60 -0.16 -0.586
9,-4.19 6.46 1.34 0.146
10,-5.33 2.51 -0.24 1.074
11,-14.77 2.97 -2.29 0.098
12,-12.20 -1.17 -3.52 -0.830
13,-10.73 2.16 -2.38 -1.270
14,-6.97 7.08 0.44 -0.488
15,-2.82 5.40 1.13 0.488
16,-8.97 1.09 -1.04 0.488
17,-14.51 4.25 -2.44 -0.098
18,-11.94 -1.04 -3.57 -1.221
19,-9.53 6.26 -1.18 -0.635
20,-4.57 7.86 1.18 0.000
21,-2.72 5.02 0.94 0.879
22,-14.23 -1.68 -2.04 0.244
23,-14.29 4.00 -2.46 -0.732
24,-11.48 -0.56 -3.35 -1.367
25,-7.92 7.37 -0.27 -0.537
26,-3.82 7.73 1.47 0.488
27,-4.86 3.27 0.31 0.586
28,-15.36 -1.68 -2.25 -0.049
29,-13.05 1.83 -3.55 -1.074
30,-10.43 4.15 -2.07 -0.684
31,-6.98 7.52 0.12 -0.146
32,-2.99 5.85 1.12 0.879
33,-6.45 2.50 -0.20 0.146
34,-15.58 1.33 -2.41 -0.732
35,-12.80 -1.54 -3.93 -1.465
36,-10.30 4.15 -1.84 -0.537
37,-5.30 7.44 0.79 0.439
38,-3.39 5.73 1.03 0.684
39,-10.87 0.01 -0.97 -0.049
40,-13.42 4.55 -2.65 -1.123
41,-12.64 0.67 -3.40 -0.830
42,-8.46 5.38 -0.81 -0.244
43,-4.13 5.66 0.83 0.732
44,-4.21 5.28 0.67 0.195
45,-13.91 -0.86 -1.78 -0.586
46,-13.45 2.39 -2.88 -1.416
47,-11.72 2.27 -2.60 -0.537
48,-7.47 6.43 -0.41 0.391
49,-4.40 6.35 0.66 0.879
50,-6.53 2.50 0.10 0.049
51,-12.99 -0.17 -1.53 -0.928
52,-12.39 2.77 -2.87 -0.879
53,-11.17 3.07 -2.05 -0.244
54,-8.58 4.48 -1.01 0.781
55,-4.35 6.49 0.77 0.244
56,-5.58 4.01 0.46 -0.488
57,-13.14 -0.02 -2.00 -1.416
58,-12.39 1.79 -2.78 -0.635
59,-11.24 2.49 -2.28 0.391
60,-8.64 5.50 -0.91 0.928
61,-4.49 4.91 0.48 0.049
62,-5.70 3.93 0.29 -0.879
63,-12.24 3.34 -1.33 -1.025
64,-12.88 2.16 -2.15 -0.293
65,-11.13 2.04 -2.56 0.732
66,-8.78 6.59 -0.91 0.293
67,-4.45 5.41 0.28 -0.439
68,-6.01 3.26 -0.18 -1.318
69,-13.10 1.62 -1.32 -0.537
70,-12.45 0.74 -2.25 0.342
71,-11.09 2.81 -2.52 1.074
72,-9.13 6.72 -1.14 0.049
73,-3.47 4.55 0.53 -0.928
74,-5.78 2.97 0.14 -1.123
75,-14.29 3.66 -1.23 -0.488
76,-10.95 0.17 -2.96 0.586
77,-10.82 4.04 -2.36 0.244
78,-7.60 5.57 -0.41 -0.244
79,-4.03 3.07 0.36 -1.074
80,-9.02 1.94 -0.45 -0.635
81,-13.26 4.13 -1.40 0.146
82,-10.91 -0.18 -3.05 1.074
83,-10.78 4.93 -2.03 0.146
84,-6.08 5.30 -0.21 -0.928
85,-4.66 3.84 0.43 -1.221
86,-11.17 1.63 -0.40 -0.439
87,-12.45 3.80 -1.31 0.537
88,-10.49 1.95 -2.83 0.342
89,-10.02 5.62 -1.55 -0.244
90,-7.29 3.78 -0.75 -1.123
91,-5.53 5.04 0.60 -0.732
92,-11.18 1.49 -0.56 0.098
93,-11.26 3.18 -1.74 0.977
94,-11.21 1.25 -3.00 0.146
95,-10.54 5.14 -2.08 -0.928
96,-6.51 5.41 -0.56 -1.270
97,-5.92 4.65 0.76 -0.342
98,-9.76 1.74 -0.29 0.537
99,-11.63 4.84 -1.88 0.439
100,-11.38 0.91 -2.97 -0.195
101,-9.85 3.95 -1.97 -1.172
102,-6.49 5.45 -0.02 -0.684
103,-5.99 4.30 0.75 -0.049
104,-11.19 0.17 -1.06 0.928
105,-12.35 4.86 -1.81 0.098
106,-10.80 1.15 -2.90 -0.781
107,-9.04 5.65 -1.55 -1.318
108,-6.78 4.97 0.06 -0.439
109,-5.97 4.11 0.69 0.537
110,-11.33 1.17 -1.03 0.586
111,-12.42 1.90 -2.45 -0.098
112,-10.21 1.68 -2.77 -1.025
113,-9.39 6.62 -1.29 -0.635
114,-5.71 5.57 0.55 -0.098
115,-6.71 3.23 0.03 0.830
116,-12.51 3.35 -0.99 0.195
117,-11.00 -0.10 -2.60 -0.684
118,-10.18 0.36 -2.90 -1.465
119,-10.53 5.59 -1.28 -0.537
120,-5.19 4.67 0.40 0.537
121,-5.86 4.63 0.40 0.684
122,-12.19 3.99 -0.92 0.000
123,-10.51 0.94 -2.28 -0.977
124,-11.27 2.81 -2.65 -0.830
125,-10.35 4.45 -1.03 -0.195
126,-5.53 4.48 0.06 0.830
127,-6.45 4.74 0.13 0.146
128,-12.14 1.77 -0.96 -0.586
129,-10.96 0.21 -2.82 -1.465
130,-12.06 2.96 -2.54 -0.488
131,-9.64 5.74 -1.07 0.391
132,-4.18 6.10 0.89 0.781
133,-8.06 2.20 -0.04 0.049
134,-13.04 1.72 -1.76 -0.928
135,-11.91 0.97 -3.35 -0.879
136,-11.38 2.00 -2.54 -0.391
137,-8.08 4.23 -0.45 0.684
138,-4.35 6.29 1.09 0.195
139,-7.98 2.19 -0.06 -0.342
140,-12.53 3.54 -2.17 -1.416
141,-12.07 0.78 -3.43 -0.537
142,-10.14 4.62 -1.78 0.342
143,-6.48 6.69 0.30 0.928
144,-4.57 5.65 1.07 0.098
145,-9.94 0.73 -0.82 -0.879
146,-12.51 4.27 -2.26 -0.928
147,-12.24 -0.31 -3.36 -0.342
148,-9.87 4.71 -1.49 0.635
149,-6.46 7.26 0.45 0.293
150,-4.28 5.40 0.94 -0.293
151,-9.71 -0.11 -1.22 -1.270
152,-13.10 3.67 -2.50 -0.537
153,-11.75 0.65 -2.91 0.293
154,-10.10 4.91 -1.58 0.977
155,-5.04 6.47 0.68 0.098
