,0
0,-6.24 5.08 -0.34 -0.977
1,-9.23 6.24 -0.26 -0.830
2,-9.29 1.75 -1.23 -0.244
3,-9.16 1.31 -2.04 0.928
4,-11.34 6.35 -2.10 0.342
5,-8.46 3.71 -1.35 -0.439
6,-9.33 2.37 -1.33 -1.367
7,-9.27 3.62 -0.55 -0.635
8,-6.65 3.80 -0.18 0.439
9,-9.89 2.55 -1.34 0.879
10,-11.14 2.06 -2.00 0.146
11,-9.15 4.07 -2.01 -0.977
12,-11.23 7.61 -1.56 -0.977
13,-9.40 3.58 -0.99 -0.342
14,-6.46 2.23 -0.57 0.732
15,-8.84 5.45 -0.43 0.391
16,-9.19 0.06 -1.53 -0.293
17,-11.90 -1.29 -2.76 -1.367
18,-11.63 8.58 -1.53 -0.635
19,-7.67 6.75 -0.79 0.391
20,-7.98 5.01 -0.56 1.025
21,-9.19 1.08 -0.65 0.293
22,-7.36 2.54 -0.84 -0.781
23,-12.00 0.02 -2.64 -1.074
24,-11.50 2.81 -2.45 -0.439
25,-9.00 3.27 -1.76 0.732
26,-9.04 8.83 -0.59 0.537
27,-6.57 2.93 -0.28 -0.244
28,-8.02 -0.72 -0.84 -1.221
29,-11.42 4.65 -1.24 -0.635
30,-10.95 0.89 -2.09 0.244
31,-10.15 1.77 -2.45 1.074
32,-10.66 3.30 -1.64 0.195
33,-6.45 5.86 -0.39 -0.879
34,-8.92 3.04 -0.59 -1.221
35,-10.19 1.40 -1.24 -0.391
36,-8.62 2.86 -1.54 0.635
37,-11.19 5.79 -2.05 0.537
38,-10.35 2.29 -2.14 -0.146
39,-8.58 2.30 -1.60 -1.270
40,-9.63 6.28 -0.46 -0.684
41,-7.47 3.21 -0.08 0.049
42,-8.99 1.63 -1.05 1.074
43,-10.94 4.01 -1.67 0.244
44,-9.05 3.12 -1.96 -0.732
45,-11.11 4.81 -2.02 -1.318
46,-11.06 3.50 -1.35 -0.488
47,-5.63 5.27 -0.03 0.586
48,-8.74 3.06 -0.58 0.635
49,-9.45 0.51 -1.29 0.049
50,-10.09 -0.50 -2.56 -1.172
51,-11.99 6.79 -2.03 -0.732
52,-9.75 3.67 -1.60 -0.049
53,-7.90 3.71 -1.27 1.074
54,-8.54 4.95 -0.33 0.244
55,-6.44 3.75 -0.35 -0.732
56,-10.63 -1.83 -2.24 -1.416
57,-12.33 3.16 -2.33 -0.586
58,-8.82 4.63 -1.76 0.537
59,-9.58 6.80 -1.15 0.732
60,-7.60 2.98 -0.61 0.000
61,-6.48 1.45 -0.44 -0.928
62,-10.16 5.10 -0.96 -0.830
63,-11.29 0.05 -1.97 -0.146
64,-10.12 2.30 -2.30 0.928
65,-10.71 5.80 -1.57 0.293
66,-7.45 4.96 -0.79 -0.635
67,-8.32 0.88 -0.87 -1.465
68,-10.00 2.19 -0.73 -0.537
69,-8.75 2.95 -1.08 0.537
70,-11.44 3.29 -2.21 0.830
71,-10.75 3.99 -2.20 0.049
72,-7.83 3.94 -1.56 -0.928
73,-9.31 7.96 -0.49 -0.879
74,-8.34 1.76 -0.49 -0.244
75,-8.60 1.51 -0.96 0.781
76,-10.72 5.24 -1.50 0.342
77,-9.22 1.53 -2.04 -0.439
78,-10.69 1.84 -2.24 -1.416
79,-11.50 4.96 -1.45 -0.537
80,-6.13 6.34 -0.10 0.488
81,-8.54 1.57 -0.89 1.074
82,-9.48 1.78 -0.91 0.244
83,-8.65 1.43 -1.82 -0.928
84,-12.31 3.01 -2.47 -0.928
85,-10.84 1.63 -2.16 -0.391
86,-7.97 5.46 -1.06 0.732
87,-8.52 8.31 -0.06 0.391
88,-6.60 1.99 -0.35 -0.439
89,-8.44 0.20 -1.52 -1.367
90,-12.50 3.87 -2.16 -0.635
91,-10.06 3.01 -1.93 0.391
92,-10.37 3.56 -1.90 0.977
93,-8.72 4.49 -0.61 0.195
94,-5.29 4.12 0.12 -0.928
95,-9.21 3.85 -0.76 -0.977
96,-11.20 1.13 -1.76 -0.391
97,-9.94 2.91 -2.24 0.635
98,-10.65 8.21 -1.51 0.391
99,-9.38 3.77 -1.24 -0.244
100,-7.18 1.94 -0.91 -1.318
101,-9.48 3.36 -0.60 -0.635
102,-8.89 2.14 -0.79 0.195
103,-11.41 0.30 -2.48 1.172
104,-11.27 5.42 -1.85 0.244
105,-8.02 4.65 -1.50 -0.928
106,-8.86 6.92 -0.66 -1.123
107,-8.92 2.13 -0.56 -0.488
108,-8.06 1.90 -0.76 0.635
109,-10.30 5.03 -1.33 0.439
110,-10.20 0.93 -2.16 -0.195
111,-9.77 1.25 -2.51 -1.025
112,-10.90 6.51 -1.48 -0.684
113,-7.34 5.70 -0.35 0.098
114,-7.92 1.55 -0.67 1.172
115,-9.75 3.64 -0.48 0.293
116,-7.97 2.72 -1.47 -0.732
117,-11.51 -0.33 -2.73 -1.270
118,-11.41 3.02 -2.26 -0.439
119,-8.21 5.68 -1.07 0.586
120,-8.68 8.38 -0.34 0.586
121,-7.67 1.73 -0.43 -0.146
122,-7.03 2.25 -0.84 -1.123
123,-11.44 4.07 -1.87 -0.781
124,-11.26 0.64 -2.33 0.098
125,-10.50 1.94 -2.30 1.025
126,-9.82 6.09 -0.77 0.195
127,-5.41 5.77 0.24 -0.635
128,-8.79 0.00 -0.93 -1.367
129,-10.73 2.65 -1.28 -0.635
130,-10.02 2.48 -2.00 0.537
131,-10.31 7.51 -1.82 0.732
132,-10.72 2.86 -1.81 0.049
133,-6.69 4.09 -0.74 -1.074
134,-8.95 4.58 -0.33 -0.781
135,-8.45 1.32 -0.52 -0.049
136,-11.16 -0.78 -2.42 0.977
137,-11.89 6.59 -2.09 0.391
138,-8.32 4.19 -1.68 -0.684
139,-8.65 3.99 -1.11 -1.465
140,-8.87 4.09 -0.53 -0.586
141,-7.62 2.71 -0.35 0.488
142,-10.31 2.58 -1.36 0.732
143,-11.40 0.71 -2.23 0.098
144,-8.85 2.92 -2.35 -0.977
145,-10.02 6.79 -1.67 -0.879
146,-8.20 4.02 -0.74 -0.195
147,-7.30 2.07 -0.55 0.830
148,-9.86 5.71 -0.40 0.244
149,-8.45 2.95 -1.25 -0.488
150,-10.50 -0.81 -2.68 -1.416
151,-11.02 4.62 -2.03 -0.586
152,-8.24 4.66 -1.19 0.537
153,-9.22 5.26 -0.90 0.928
154,-8.58 1.34 -0.59 0.098
155,-6.62 3.58 -0.53 -0.977
156,-11.16 3.99 -1.87 -0.977
157,-11.57 0.53 -2.53 -0.342
158,-9.67 2.43 -2.24 0.781
159,-10.35 8.21 -0.73 0.342
160,-6.52 4.85 0.04 -0.342
161,-8.36 -1.57 -1.04 -1.367
162,-10.06 4.10 -1.17 -0.684
163,-10.22 1.38 -2.01 0.439
164,-11.14 3.98 -2.28 1.025
165,-11.24 4.01 -1.76 0.146
166,-6.10 6.64 -0.43 -0.928
167,-8.80 4.02 -0.26 -1.025
168,-8.94 1.13 -0.76 -0.342
169,-10.21 0.23 -2.37 0.732
