,0
0,-8.35 3.28 -0.89 0.098
1,-9.98 0.69 -1.29 -0.928
2,-9.89 6.26 -1.04 -0.781
3,-10.06 3.01 -1.12 0.244
4,-7.51 4.03 -0.77 0.830
5,-8.89 2.34 -0.92 -0.098
6,-9.82 0.99 -1.46 -1.318
7,-10.63 5.37 -1.17 -0.635
8,-9.53 2.13 -1.13 0.635
9,-7.62 4.76 -0.72 0.488
10,-9.13 1.79 -0.79 -0.488
11,-9.53 2.41 -1.15 -1.465
12,-11.08 4.09 -1.16 -0.488
13,-8.91 2.40 -1.11 0.781
14,-7.78 4.08 -0.79 0.244
15,-9.16 0.88 -0.95 -0.830
16,-9.78 4.54 -1.14 -1.123
17,-10.64 3.87 -1.02 -0.098
18,-8.22 3.57 -1.07 1.025
19,-8.24 3.18 -0.79 0.000
20,-9.38 0.30 -1.12 -1.074
21,-9.87 5.78 -0.98 -0.830
22,-10.54 3.07 -1.19 0.342
23,-7.84 4.84 -0.87 0.781
24,-8.48 2.50 -0.71 -0.146
25,-9.47 0.93 -1.40 -1.367
26,-10.98 3.92 -1.02 -0.635
27,-10.18 2.33 -1.35 0.586
28,-7.87 5.18 -0.83 0.391
29,-8.57 1.62 -0.92 -0.586
30,-9.58 4.29 -1.02 -1.318
31,-11.19 3.82 -1.21 -0.342
32,-9.41 2.73 -1.20 0.879
33,-8.29 4.30 -0.90 0.195
34,-8.63 0.85 -0.98 -0.928
35,-9.88 5.64 -1.12 -0.879
36,-11.06 3.57 -1.24 0.049
37,-8.74 4.18 -1.02 1.025
38,-8.45 3.27 -0.73 0.146
39,-8.65 0.22 -1.05 -1.074
40,-10.55 4.93 -1.17 -0.732
41,-10.60 2.93 -1.18 0.391
42,-8.23 5.32 -0.93 0.684
43,-8.46 2.66 -0.76 -0.146
44,-9.05 1.83 -1.23 -1.416
45,-11.01 3.74 -1.15 -0.586
46,-10.39 2.24 -1.35 0.586
47,-8.17 5.64 -0.80 0.342
48,-8.39 0.94 -0.90 -0.732
49,-9.20 3.98 -1.11 -1.270
50,-11.27 3.57 -1.14 -0.293
51,-9.94 2.71 -1.44 1.025
52,-8.63 3.45 -0.85 0.342
53,-8.51 0.32 -1.06 -0.977
54,-9.45 5.02 -0.95 -0.830
55,-11.23 3.42 -1.20 0.195
56,-8.93 4.31 -1.05 0.928
57,-8.63 3.66 -0.83 0.049
58,-8.46 0.70 -1.22 -1.172
59,-10.20 4.73 -1.10 -0.684
60,-11.05 2.68 -1.28 0.537
61,-8.54 5.97 -0.87 0.586
62,-8.42 2.12 -0.84 -0.244
63,-8.53 1.82 -1.20 -1.465
64,-10.79 3.71 -1.25 -0.439
65,-10.17 2.68 -1.52 0.781
66,-8.74 4.73 -0.82 0.293
67,-8.20 1.15 -0.96 -0.830
68,-8.68 3.63 -1.03 -1.123
69,-10.92 3.20 -1.16 -0.195
70,-9.46 4.45 -1.29 1.025
71,-8.86 3.72 -0.79 0.098
72,-8.42 0.45 -1.16 -1.025
73,-9.21 4.62 -0.89 -0.879
74,-10.99 2.88 -1.24 0.391
75,-9.03 6.06 -0.99 0.879
76,-8.69 3.38 -0.84 -0.098
77,-8.11 0.92 -1.26 -1.221
78,-9.83 4.29 -1.01 -0.684
79,-10.90 1.87 -1.42 0.537
80,-9.04 6.25 -0.92 0.488
81,-8.39 2.29 -0.82 -0.488
82,-8.25 1.75 -1.12 -1.514
83,-10.33 3.54 -1.12 -0.488
84,-10.51 2.53 -1.43 0.781
85,-9.51 4.98 -1.05 0.244
86,-8.12 1.38 -1.00 -0.879
87,-8.29 3.37 -1.00 -1.025
88,-10.91 2.60 -1.17 0.049
89,-9.84 4.44 -1.24 1.025
90,-9.38 3.97 -0.91 0.049
91,-8.15 0.65 -1.07 -1.074
92,-8.80 4.30 -1.01 -0.830
93,-10.94 2.16 -1.43 0.391
94,-9.40 6.31 -1.05 0.781
95,-8.97 3.78 -0.81 -0.146
96,-7.96 1.08 -1.12 -1.318
97,-9.39 4.02 -1.03 -0.635
98,-11.01 1.59 -1.62 0.537
99,-9.54 6.51 -0.94 0.488
100,-8.64 2.83 -0.88 -0.537
101,-7.71 2.06 -1.11 -1.367
102,-10.43 2.83 -1.13 -0.342
103,-10.46 2.36 -1.38 0.928
104,-9.87 5.08 -1.09 0.293
105,-8.30 1.64 -1.11 -0.928
106,-8.34 4.06 -0.88 -0.977
107,-10.59 2.22 -1.28 0.098
108,-10.04 4.25 -1.28 1.025
109,-10.02 4.04 -1.12 0.000
110,-7.78 1.28 -1.19 -1.172
111,-9.16 3.91 -1.03 -0.635
112,-10.73 1.61 -1.22 0.488
113,-9.81 6.22 -1.10 0.635
114,-9.48 4.02 -1.00 -0.293
115,-7.58 2.33 -1.14 -1.465
116,-9.56 3.23 -1.00 -0.537
117,-10.86 1.42 -1.52 0.684
118,-9.73 6.70 -0.96 0.244
119,-8.95 3.19 -0.74 -0.781
120,-7.74 3.45 -0.91 -1.221
121,-9.94 2.42 -1.01 -0.195
122,-10.48 2.02 -1.62 0.977
123,-10.29 5.15 -1.08 0.146
124,-8.20 1.18 -1.17 -0.879
125,-8.18 4.19 -0.95 -0.732
126,-10.41 1.93 -1.29 0.293
127,-10.09 4.00 -1.38 0.781
128,-9.99 4.17 -1.01 -0.098
129,-7.76 1.61 -1.04 -1.416
130,-8.61 3.51 -0.87 -0.635
131,-10.38 1.33 -1.28 0.586
132,-10.08 6.59 -1.14 0.391
133,-9.30 3.43 -0.92 -0.537
134,-7.54 2.76 -1.06 -1.270
135,-9.24 3.27 -0.99 -0.391
136,-10.35 1.79 -1.52 0.830
137,-10.62 4.98 -1.18 0.293
138,-8.77 2.15 -0.91 -0.928
139,-7.83 4.20 -0.71 -0.977
140,-9.92 1.80 -1.05 0.049
141,-10.07 3.88 -1.38 1.025
142,-10.69 4.24 -1.04 -0.049
143,-7.92 1.94 -1.17 -1.172
144,-8.53 3.57 -0.89 -0.684
145,-10.11 1.13 -1.29 0.488
146,-10.02 6.01 -1.03 0.488
147,-9.77 3.50 -1.06 -0.342
148,-7.55 2.93 -0.90 -1.416
149,-8.83 2.92 -0.93 -0.537
150,-10.20 0.82 -1.47 0.732
151,-10.91 4.95 -1.13 0.293
152,-9.29 2.49 -0.99 -0.879
153,-7.41 3.97 -0.85 -1.074
154,-9.26 2.18 -0.92 0.000
155,-10.06 1.56 -1.38 1.074
156,-11.05 4.11 -1.23 0.098
157,-8.75 1.81 -1.14 -1.025
158,-7.57 4.25 -0.85 -0.830
159,-9.63 1.44 -1.07 0.342
160,-9.83 3.41 -1.39 0.781
161,-10.64 4.34 -0.98 -0.146
162,-8.17 2.47 -1.23 -1.416
163,-8.12 3.68 -0.87 -0.635
164,-9.63 0.75 -1.05 0.635
165,-10.23 6.06 -1.13 0.488
166,-10.48 3.54 -1.10 -0.488
167,-7.69 3.57 -1.02 -1.416
168,-8.54 2.89 -0.83 -0.342
169,-9.75 1.56 -1.38 0.830
170,-10.83 4.57 -1.20 0.195
171,-9.87 2.61 -1.29 -0.977
172,-7.56 4.41 -0.85 -0.928
173,-9.05 1.34 -0.97 0.146
174,-9.77 3.15 -1.29 1.074
175,-11.22 3.97 -1.26 0.049
176,-9.47 2.10 -1.28 -1.074
177,-7.73 4.51 -0.82 -0.684
178,-9.27 0.68 -1.08 0.488
179,-9.73 5.38 -1.14 0.732
180,-11.11 4.11 -1.20 -0.146
181,-8.67 2.91 -1.11 -1.514
182,-8.12 3.66 -0.90 -0.537
183,-9.41 0.39 -1.33 0.635
184,-10.01 5.81 -1.00 0.439
185,-10.61 3.55 -0.99 -0.635
186,-7.98 4.04 -0.95 -1.318
187,-8.78 2.13 -0.87 -0.342
188,-9.55 1.37 -1.46 0.928
189,-10.90 4.60 -1.26 0.195
190,-10.40 2.61 -1.29 -0.977
191,-7.83 4.76 -0.80 -0.879
192,-8.69 1.40 -0.87 0.244
193,-9.53 2.88 -1.20 1.025
194,-11.27 3.79 -1.15 0.000
195,-9.90 2.29 -1.53 -1.172
196,-8.18 3.80 -0.88 -0.732
197,-8.74 0.56 -0.96 0.537
198,-9.48 4.90 -0.98 0.635
199,-11.11 3.68 -1.08 -0.342
200,-9.16 3.15 -1.24 -1.465
201,-8.30 2.96 -0.83 -0.537
202,-8.86 0.39 -1.16 0.635
203,-9.96 5.45 -1.08 0.391
204,-11.05 3.34 -1.34 -0.781
205,-8.44 4.74 -0.98 -1.221
206,-8.33 2.34 -0.75 -0.244
207,-8.85 1.15 -1.31 1.025
208,-10.53 4.44 -1.26 0.195
209,-10.55 2.54 -1.16 -1.074
210,-8.19 5.10 -0.83 -0.830
211,-8.39 1.33 -0.76 0.195
212,-9.14 2.76 -1.24 0.977
213,-11.10 3.58 -1.18 -0.049
214,-9.56 3.38 -1.36 -1.221
215,-8.51 3.91 -0.82 -0.537
216,-8.33 0.58 -1.04 0.488
217,-9.34 4.65 -1.12 0.635
218,-11.19 3.38 -1.26 -0.391
219,-8.72 4.94 -1.04 -1.416
220,-8.52 3.19 -0.76 -0.488
221,-8.47 0.28 -1.25 0.781
