,0
0,-12.21 5.72 -1.22 0.439
1,-10.12 4.57 -0.74 -0.537
2,-6.26 3.73 -0.65 -1.367
3,-6.58 1.51 -0.83 -0.391
4,-8.83 1.80 -1.39 0.928
5,-12.83 4.44 -1.48 0.244
6,-12.33 4.50 -1.45 -0.928
7,-9.33 6.45 -0.97 -1.025
8,-4.80 3.98 -0.50 0.049
9,-5.98 0.52 -1.32 0.928
10,-10.27 3.01 -1.02 0.000
11,-12.91 2.24 -1.40 -1.172
12,-12.70 6.16 -0.75 -0.732
13,-6.91 5.19 -0.58 0.488
14,-3.57 3.06 -0.95 0.586
15,-7.84 -1.32 -1.73 -0.244
16,-13.33 -0.39 -1.87 -1.465
17,-14.77 5.35 -0.73 -0.488
18,-9.59 3.26 -1.13 0.830
19,-5.19 3.70 -1.30 0.293
20,-4.44 1.16 -1.26 -0.830
21,-9.85 -1.32 -1.78 -1.025
22,-14.65 3.70 -1.08 0.000
23,-11.42 5.03 -0.89 0.977
24,-9.79 4.06 -1.06 0.049
25,-4.12 2.91 -1.01 -1.221
26,-6.68 -1.06 -1.49 -0.830
27,-10.89 3.56 -0.97 0.391
28,-13.28 5.58 -1.04 0.586
29,-11.46 5.17 -0.94 -0.293
30,-7.30 4.35 -1.03 -1.514
31,-5.48 1.55 -0.98 -0.537
32,-6.50 1.86 -0.95 0.684
33,-10.85 4.74 -0.99 0.244
34,-13.48 4.07 -1.14 -0.928
35,-11.02 6.24 -1.28 -1.074
36,-8.09 4.72 -1.11 -0.098
37,-3.28 3.57 -0.84 1.123
38,-9.48 -0.46 -1.49 0.195
39,-12.24 2.95 -0.94 -0.977
40,-14.43 6.42 -0.71 -0.684
41,-10.01 4.86 -0.74 0.342
42,-4.52 5.01 -1.09 0.537
43,-4.02 -0.09 -1.38 -0.293
44,-8.98 0.36 -1.48 -1.514
45,-15.89 4.93 -1.02 -0.586
46,-11.99 6.24 -0.66 0.635
47,-9.11 6.25 -1.12 0.293
48,-4.39 3.06 -1.30 -0.879
49,-5.59 -1.09 -1.45 -1.123
50,-12.33 2.79 -0.98 -0.195
51,-13.88 4.81 -1.04 1.074
52,-11.10 5.31 -0.68 0.049
53,-6.86 3.49 -1.45 -1.025
54,-4.43 1.50 -1.08 -0.781
55,-7.29 1.64 -0.73 0.391
56,-13.28 3.57 -1.06 0.684
57,-13.73 4.30 -1.13 -0.195
58,-10.72 2.39 -1.70 -1.416
59,-7.95 3.51 -1.62 -0.488
60,-3.03 3.22 -0.85 0.537
61,-8.13 -0.36 -1.27 0.342
62,-12.75 3.44 -0.89 -0.830
63,-12.98 5.14 -1.12 -1.172
64,-11.98 4.84 -1.17 -0.195
65,-4.24 4.66 -0.90 1.074
66,-3.58 -0.44 -1.12 0.098
67,-8.77 1.70 -0.95 -1.172
68,-15.29 4.55 -0.96 -0.781
69,-11.99 6.93 -0.41 0.439
70,-9.49 6.51 -1.30 0.586
71,-4.47 3.24 -1.50 -0.195
72,-1.46 1.96 -0.90 -1.416
73,-12.26 -1.74 -1.70 -0.684
74,-15.55 3.94 -1.08 0.635
75,-11.66 6.55 -0.59 0.293
76,-7.32 3.91 -1.41 -0.928
77,-2.44 2.60 -0.99 -1.172
78,-6.64 -2.69 -1.29 -0.293
79,-12.55 1.92 -1.12 1.025
80,-14.56 4.91 -0.97 0.098
